Unnamed: 0,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
14084,2018,19,rodriguez,False,False,False,False,False,ricciardo,Australian,red_bull,1,17,146,2,6,337,3,3,0.0,29
14068,2018,19,rodriguez,False,False,False,False,False,max_verstappen,Dutch,red_bull,2,1,191,1,5,337,3,3,0.0,21
14071,2018,19,rodriguez,False,False,False,False,False,hamilton,British,mercedes,3,4,346,9,1,563,9,1,0.1000000000000085,33
14069,2018,19,rodriguez,False,False,False,False,False,vettel,German,ferrari,4,2,276,5,2,497,6,2,0.2000000000000028,31
14072,2018,19,rodriguez,False,False,False,False,False,bottas,Finnish,mercedes,5,5,217,0,4,563,9,1,0.4000000000000057,29
14070,2018,19,rodriguez,False,False,False,False,False,raikkonen,Finnish,ferrari,6,3,221,1,3,497,6,2,0.5,39
14073,2018,19,rodriguez,False,False,False,False,False,hulkenberg,German,renault,7,6,61,0,7,106,0,4,1.0,31
14086,2018,19,rodriguez,False,False,False,False,False,sainz,Spanish,renault,8,19,45,0,12,106,0,4,1.2999999999999972,24
14074,2018,19,rodriguez,False,False,False,False,False,leclerc,Monegasque,sauber,9,7,21,0,15,28,0,9,1.4000000000000057,21
14076,2018,19,rodriguez,False,False,False,False,False,ericsson,Swedish,sauber,10,9,7,0,17,28,0,9,1.7000000000000028,28
14078,2018,19,rodriguez,False,False,False,False,False,ocon,French,force_india,11,11,49,0,11,47,0,7,2.0,22
14087,2018,19,rodriguez,False,False,False,False,False,alonso,Spanish,mclaren,12,20,50,0,10,58,0,6,2.1000000000000085,37
14085,2018,19,rodriguez,False,False,False,False,False,perez,Mexican,force_india,13,18,57,0,8,47,0,7,2.4000000000000057,28
14081,2018,19,rodriguez,False,False,False,False,False,brendon_hartley,New Zealander,toro_rosso,14,14,4,0,19,32,0,8,2.4000000000000057,28
14075,2018,19,rodriguez,False,False,False,False,False,vandoorne,Belgian,mclaren,15,8,8,0,16,58,0,6,2.200000000000003,26
14082,2018,19,rodriguez,False,False,False,False,False,kevin_magnussen,Danish,haas,16,15,53,0,9,84,0,5,2.799999999999997,26
14079,2018,19,rodriguez,False,False,False,False,False,stroll,Canadian,williams,17,12,6,0,18,7,0,10,2.9000000000000057,19
14083,2018,19,rodriguez,False,False,False,False,False,grosjean,French,haas,18,16,31,0,13,84,0,5,2.1000000000000085,32
14080,2018,19,rodriguez,False,False,False,False,False,sirotkin,Russian,williams,19,13,1,0,20,7,0,10,3.1000000000000085,23
