Unnamed: 0,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
11625,2012,18,yas_marina,False,False,False,False,False,hamilton,British,mclaren,1,21,165,3,5,306,5,3,0.0,27
11624,2012,18,yas_marina,False,False,False,False,False,webber,Australian,red_bull,2,20,167,2,4,407,7,1,0.4000000000000057,36
11609,2012,18,yas_marina,False,False,False,False,False,maldonado,Venezuelan,williams,3,5,33,1,15,59,1,8,0.6000000000000085,27
11606,2012,18,yas_marina,False,False,False,False,False,raikkonen,Finnish,lotus_f1,4,1,173,0,3,263,0,4,0.7000000000000028,33
11608,2012,18,yas_marina,False,False,False,False,False,button,British,mclaren,5,4,141,2,6,306,5,3,0.7000000000000028,32
11607,2012,18,yas_marina,False,False,False,False,False,alonso,Spanish,ferrari,6,2,227,3,2,316,3,2,1.0,31
11627,2012,18,yas_marina,False,False,False,False,False,rosberg,German,mercedes,7,23,93,1,7,136,1,5,1.0,27
11611,2012,18,yas_marina,False,False,False,False,False,massa,Brazilian,ferrari,8,7,89,0,9,316,3,2,1.1000000000000083,31
11623,2012,18,yas_marina,False,False,False,False,False,grosjean,French,lotus_f1,9,19,90,0,8,263,0,4,1.2000000000000028,26
11628,2012,18,yas_marina,False,False,False,False,False,hulkenberg,German,force_india,10,24,49,0,12,93,0,7,1.4000000000000057,25
11619,2012,18,yas_marina,False,False,False,False,False,perez,Mexican,sauber,11,15,66,0,10,116,0,6,1.5,22
11613,2012,18,yas_marina,False,False,False,False,False,resta,British,force_india,12,9,44,0,13,93,0,7,1.6000000000000083,26
11615,2012,18,yas_marina,False,False,False,False,False,michael_schumacher,German,mercedes,13,11,43,0,14,136,1,5,1.7000000000000028,43
11612,2012,18,yas_marina,False,False,False,False,False,bruno_senna,Brazilian,williams,14,8,26,0,16,59,1,8,1.7000000000000028,29
11610,2012,18,yas_marina,False,False,False,False,False,kobayashi,Japanese,sauber,15,6,50,0,11,116,0,6,2.0,26
11614,2012,18,yas_marina,False,False,False,False,False,ricciardo,Australian,toro_rosso,16,10,9,0,18,21,0,9,2.200000000000003,23
11616,2012,18,yas_marina,False,False,False,False,False,vergne,French,toro_rosso,17,12,12,0,17,21,0,9,3.5,22
11617,2012,18,yas_marina,False,False,False,False,False,kovalainen,Finnish,caterham,18,13,0,0,20,0,0,11,4.400000000000006,31
11622,2012,18,yas_marina,False,False,False,False,False,pic,French,marussia,19,18,0,0,23,0,0,10,4.5,22
11620,2012,18,yas_marina,False,False,False,False,False,petrov,Russian,caterham,20,16,0,0,21,0,0,11,4.6000000000000085,28
11618,2012,18,yas_marina,False,False,False,False,False,glock,German,marussia,21,14,0,0,19,0,0,10,4.800000000000011,30
11621,2012,18,yas_marina,False,False,False,False,False,rosa,Spanish,hrt,22,17,0,0,25,0,0,12,5.200000000000003,41
11626,2012,18,yas_marina,False,False,False,False,False,karthikeyan,Indian,hrt,23,22,0,0,24,0,0,12,5.800000000000011,35
